timestamp,current,voltage,b1_voltage,b1_current,b1_smoothed,b2_voltage,b2_current,b2_smoothed,b3_voltage,b3_current,b3_smoothed
2025-06-14 12:46:48,19.5,54.12,0.27,8.24,7.11,0.41,12.16,10.95,0.35,10.56,9.67
2025-06-14 12:46:48,19.5,54.12,0.19,5.78,7.04,0.29,8.79,10.69,0.24,7.27,9.31
2025-06-14 12:46:48,19.5,54.12,0.27,8.04,7.0,0.39,11.69,10.64,0.34,10.29,9.24
2025-06-14 12:46:48,19.5,54.12,0.14,4.2,6.59,0.23,7.01,10.11,0.18,5.49,8.68
2025-06-14 12:46:49,19.5,54.12,0.14,4.31,6.22,0.24,7.07,9.68,0.22,6.47,8.49
2025-06-14 12:46:49,19.5,54.12,0.23,6.85,6.51,0.41,12.18,10.19,0.36,10.78,8.94
2025-06-14 12:46:49,19.5,54.12,0.2,5.86,6.41,0.24,7.35,9.75,0.18,5.41,8.37
2025-06-14 12:46:49,19.5,54.12,0.21,6.41,6.22,0.36,10.86,9.6,0.35,10.42,8.35
2025-06-14 12:46:49,19.5,54.12,0.28,8.39,6.58,0.41,12.19,10.15,0.35,10.6,8.83
2025-06-14 12:46:49,19.5,54.12,0.28,8.44,6.65,0.41,12.23,10.15,0.37,11.03,8.83
2025-06-14 12:46:49,19.5,54.12,0.28,8.3,6.66,0.41,12.18,10.16,0.34,10.29,8.8
2025-06-14 12:46:49,19.5,54.12,0.34,10.29,7.11,0.25,7.53,10.03,0.26,7.85,8.86
2025-06-14 12:46:50,19.5,54.12,0.21,6.18,6.92,0.31,9.27,9.79,0.26,7.72,8.61
2025-06-14 12:46:50,19.5,54.12,0.15,4.46,6.95,0.23,6.9,9.78,0.2,5.91,8.65
2025-06-14 12:46:50,19.5,54.12,0.14,4.08,6.93,0.23,6.8,9.75,0.18,5.52,8.55
2025-06-14 12:46:50,19.5,54.12,0.14,4.22,6.66,0.23,7.03,9.23,0.22,6.47,8.12
2025-06-14 12:46:50,19.5,54.12,0.24,7.32,6.81,0.36,10.72,9.57,0.32,9.68,8.55
2025-06-14 12:46:50,19.5,54.12,0.28,8.33,7.0,0.4,12.14,9.7,0.37,11.08,8.61
2025-06-14 12:46:50,19.5,54.12,0.28,8.31,6.99,0.4,12.05,9.69,0.37,10.98,8.65
2025-06-14 12:46:50,19.5,54.12,0.28,8.33,6.98,0.38,11.52,9.61,0.34,10.22,8.57
2025-06-14 12:46:50,19.5,54.12,0.34,10.22,7.17,0.27,8.23,9.22,0.27,8.07,8.35
2025-06-14 12:46:51,19.5,54.12,0.18,5.25,6.67,0.27,8.11,9.28,0.23,6.91,8.26
2025-06-14 12:46:51,19.5,54.12,0.14,4.06,6.46,0.34,10.34,9.38,0.33,9.77,8.46
2025-06-14 12:46:51,19.5,54.12,0.28,8.42,6.85,0.41,12.23,9.92,0.37,10.98,8.97
2025-06-14 12:46:51,19.5,54.12,0.28,8.26,7.27,0.4,12.05,10.44,0.33,9.97,9.41
2025-06-14 12:46:51,19.5,54.12,0.16,4.91,7.34,0.26,7.94,10.53,0.18,5.54,9.32
2025-06-14 12:46:51,19.5,54.12,0.14,4.27,7.03,0.23,6.92,10.15,0.22,6.65,9.02
2025-06-14 12:46:51,19.5,54.12,0.26,7.73,6.98,0.37,11.0,10.04,0.36,10.7,8.98
2025-06-14 12:46:52,19.5,54.12,0.28,8.33,6.98,0.41,12.25,10.06,0.35,10.38,8.92
2025-06-14 12:46:52,19.5,54.12,0.35,10.38,7.18,0.23,7.02,9.61,0.23,6.85,8.58
2025-06-14 12:46:52,19.5,54.12,0.21,6.33,6.79,0.33,9.9,9.78,0.24,7.09,8.49
2025-06-14 12:46:52,19.5,54.12,0.13,3.92,6.66,0.23,6.77,9.64,0.18,5.47,8.34
2025-06-14 12:46:52,19.5,54.12,0.17,5.25,6.78,0.26,7.91,9.4,0.24,7.09,8.07
2025-06-14 12:46:52,19.5,54.12,-999,-999,-999.0,-999,-999,9.4,-999,-999,8.07
2025-06-14 12:46:52,19.5,54.12,0.13,3.99,-898.7,0.22,6.6,8.84,0.18,5.47,7.52
2025-06-14 12:46:52,19.5,54.12,0.18,5.47,-798.25,-999,-999,-999.0,-999,-999,7.52
2025-06-14 12:46:52,19.5,54.12,0.27,8.0,-697.55,0.39,11.57,-897.94,0.34,10.1,7.53
2025-06-14 12:46:53,19.5,54.12,0.17,5.02,-597.15,0.25,7.54,-797.29,0.2,5.99,7.58
2025-06-14 12:46:53,19.5,54.12,0.2,5.99,-496.65,0.4,11.95,-696.19,0.37,11.07,8.02
2025-06-14 12:46:53,19.5,54.12,0.16,4.68,-396.28,0.27,8.07,-595.49,0.23,7.01,7.65
2025-06-14 12:46:53,19.5,54.12,0.23,6.98,-295.69,0.38,11.26,-494.46,0.37,11.1,7.72
2025-06-14 12:46:53,19.5,54.12,0.28,8.42,-194.94,0.41,12.25,-393.34,0.36,10.93,8.13
2025-06-14 12:46:53,19.5,54.12,0.27,8.19,-94.23,0.41,12.18,-292.22,0.37,10.97,8.52
2025-06-14 12:46:53,19.5,54.12,0.21,6.42,6.32,0.28,8.54,-191.46,0.24,7.12,8.69
2025-06-14 12:46:53,19.5,54.12,0.13,3.94,6.31,0.22,6.71,-90.89,0.21,6.19,8.59
2025-06-14 12:46:53,19.5,54.12,0.25,7.4,6.5,0.37,11.02,10.11,0.34,10.12,9.06
2025-06-14 12:46:54,19.5,54.12,0.28,8.26,6.53,0.4,12.1,10.16,0.36,10.9,9.14
2025-06-14 12:46:54,19.5,54.12,0.36,10.9,7.12,0.24,7.25,10.13,0.19,5.6,9.1
2025-06-14 12:46:54,19.5,54.12,0.22,6.52,7.17,0.28,8.29,9.77,0.19,5.55,8.55
2025-06-14 12:46:54,19.5,54.12,0.19,5.79,7.28,0.32,9.65,9.92,0.28,8.36,8.68
2025-06-14 12:46:54,19.5,54.12,0.28,8.36,7.42,0.4,12.11,10.01,0.37,11.01,8.68
2025-06-14 12:46:54,19.5,54.12,0.27,8.24,7.4,0.41,12.21,10.01,0.36,10.91,8.67
2025-06-14 12:46:54,19.5,54.12,0.28,8.26,7.41,0.4,12.08,10.0,0.36,10.86,8.66
2025-06-14 12:46:54,19.5,54.12,0.26,7.69,7.54,0.38,11.3,10.27,0.32,9.54,8.9
2025-06-14 12:46:55,19.5,54.12,0.15,4.35,7.58,0.23,6.8,10.28,0.2,6.1,8.9
2025-06-14 12:46:55,19.5,54.12,0.2,6.02,7.44,0.35,10.51,10.23,0.32,9.47,8.83
2025-06-14 12:46:55,19.5,54.12,0.32,9.47,7.56,0.41,12.17,10.24,0.36,10.92,8.83
2025-06-14 12:46:55,19.5,54.12,0.28,8.44,7.31,0.41,12.22,10.73,0.37,11.08,9.38
2025-06-14 12:46:55,19.5,54.12,0.28,8.28,7.49,0.41,12.2,11.12,0.37,10.96,9.92
2025-06-14 12:46:55,19.5,54.12,0.28,8.26,7.74,0.4,12.13,11.37,0.36,10.89,10.18
2025-06-14 12:46:55,19.5,54.12,0.26,7.9,7.69,0.39,11.81,11.34,0.36,10.72,10.15
2025-06-14 12:46:55,19.5,54.12,0.24,7.35,7.6,0.37,11.13,11.24,0.33,9.86,10.04
2025-06-14 12:46:55,19.5,54.12,0.2,5.95,7.37,0.31,9.43,10.97,0.27,8.18,9.77
2025-06-14 12:46:56,19.5,54.12,0.15,4.63,7.07,0.23,6.93,10.53,0.19,5.65,9.38
2025-06-14 12:46:56,19.5,54.12,0.13,3.98,7.03,0.29,8.55,10.71,0.25,7.4,9.51
2025-06-14 12:46:56,19.5,54.12,0.25,7.4,7.17,0.29,8.75,10.53,0.27,8.12,9.38
2025-06-14 12:46:56,19.5,54.12,0.27,8.21,7.04,0.4,12.08,10.52,0.36,10.65,9.35
2025-06-14 12:46:56,19.5,54.12,0.21,6.24,6.82,0.32,9.68,10.27,0.23,6.91,8.93
2025-06-14 12:46:56,19.5,54.12,0.18,5.28,6.52,0.27,8.1,9.86,0.23,6.78,8.52
2025-06-14 12:46:56,19.5,54.12,0.26,7.68,6.46,0.37,11.07,9.75,0.36,10.81,8.51
2025-06-14 12:46:56,19.5,54.12,0.28,8.3,6.5,0.41,12.21,9.79,0.37,11.03,8.54
2025-06-14 12:46:57,19.5,54.12,0.28,8.35,6.6,0.41,12.28,9.91,0.37,10.98,8.65
2025-06-14 12:46:57,19.5,54.12,0.28,8.29,6.84,0.41,12.22,10.19,0.37,10.96,8.93
2025-06-14 12:46:57,19.5,54.12,0.28,8.28,7.2,0.39,11.67,10.66,0.35,10.56,9.42
